Performing initial speed check (None compression)...

Performing Avro speed check with all compressors...

Running benchmarks...
ID                             | Ratio (%)  | Speed      | Ser+Comp   | De+Deser   | Status    
MsgPack/S2/len=1          | 213.25     | 44.88      | 106.31     | 77.66      | OK        
MsgPack/StdSnappy/len=1   | 213.25     | 45.89      | 108.67     | 79.44      | OK        
TOML/DataDogZstdFastest/len=1 | 213.25     | 5.35       | 8.43       | 14.67      | OK        
GoccyJSON/GozstdFastest/len=1 | 213.25     | 10.80      | 18.43      | 26.07      | OK        
CBOR/None/len=1           | 213.25     | 66.62      | 258.85     | 89.70      | OK        
JSON/DataDogZstdFastest/len=1 | 213.25     | 8.05       | 15.47      | 16.79      | OK        
GoccyJSON/DataDogZstdFastest/len=1 | 213.25     | 9.42       | 16.76      | 21.51      | OK        
JsonIterFastest/DataDogZstdFastest/len=1 | 213.25     | 9.73       | 19.16      | 19.77      | OK        
CBORCanonical/None/len=1  | 213.25     | 59.71      | 213.35     | 82.92      | OK        
UgorjiCBOR/None/len=1     | 213.25     | 63.53      | 145.54     | 112.74     | OK        
ShamatonMsgPack/StdSnappy/len=1 | 213.25     | 68.35      | 125.00     | 150.81     | OK        
Sonic/GozstdFastest/len=1 | 213.25     | 10.70      | 18.64      | 25.09      | OK        
JsonIterFastest/GozstdFastest/len=1 | 213.25     | 12.11      | 24.20      | 24.25      | OK        
Msgp/StdSnappy/len=1      | 213.25     | 164.02     | 342.77     | 314.51     | OK        
BurntSushiTOML/GozstdBest/len=1 | 214.46     | 1.88       | 2.90       | 5.36       | OK        
GoccyYAML/Zlib/len=1      | 214.46     | 0.44       | 0.58       | 1.81       | OK        
MsgPack/Flate/len=1       | 214.46     | 0.74       | 0.78       | 13.77      | OK        
BurntSushiTOML/DataDogZstdBest/len=1 | 214.46     | 1.45       | 2.35       | 3.81       | OK        
Bencode/None/len=100      | 214.46     | 10.94      | 20.87      | 22.98      | OK        
ShamatonMsgPack/Flate/len=1 | 214.46     | 0.72       | 0.75       | 15.69      | OK        
BurntSushiTOML/Zlib/len=1 | 214.46     | 0.50       | 0.59       | 3.11       | OK        
Msgp/Flate/len=1          | 214.46     | 0.69       | 0.74       | 9.94       | OK        
YAML/Gozstd/len=1         | 214.46     | 2.64       | 5.73       | 4.90       | OK        
Sonic/DataDogZstd/len=1   | 215.66     | 6.95       | 10.88      | 19.25      | OK        
CBORCanonical/Flate/len=1 | 215.66     | 0.71       | 0.76       | 12.41      | OK        
YAML/DataDogZstdFastest/len=1 | 215.66     | 2.56       | 5.57       | 4.73       | OK        
TOML/ZstdBest/len=1       | 215.66     | 2.91       | 3.56       | 16.00      | OK        
JsonIterFastest/DataDogZstd/len=1 | 215.66     | 7.63       | 12.77      | 18.95      | OK        
JSON/Gozstd/len=1         | 215.66     | 7.90       | 14.54      | 17.31      | OK        
JsonIter/DataDogZstd/len=1 | 215.66     | 7.51       | 12.46      | 18.91      | OK        
JsonIterFastest/Gozstd/len=1 | 215.66     | 11.17      | 20.24      | 24.95      | OK        
JsonIter/Gozstd/len=1     | 215.66     | 11.24      | 20.33      | 25.13      | OK        
YAML/GozstdFastest/len=1  | 215.66     | 2.76       | 6.10       | 5.02       | OK        
GoccyJSON/DataDogZstd/len=1 | 215.66     | 7.06       | 10.91      | 20.00      | OK        
Sonic/Gozstd/len=1        | 215.66     | 7.36       | 16.12      | 13.55      | OK        
JSON/DataDogZstd/len=1    | 215.66     | 6.66       | 11.12      | 16.58      | OK        
Bencode/Gozstd/len=1      | 215.66     | 5.30       | 9.64       | 11.76      | OK        
GoccyJSON/Gozstd/len=1    | 215.66     | 10.54      | 17.22      | 27.18      | OK        
Bencode/DataDogZstd/len=1 | 215.66     | 4.01       | 7.07       | 9.24       | OK        
UgorjiMsgPack/Flate/len=1 | 215.66     | 0.69       | 0.75       | 8.41       | OK        
SegmentioJSON/Gozstd/len=1 | 215.66     | 8.61       | 13.51      | 23.74      | OK        
EasyJSON/Gozstd/len=1     | 215.66     | 12.56      | 20.84      | 31.62      | OK        
EasyJSON/DataDogZstd/len=1 | 215.66     | 7.91       | 12.37      | 21.95      | OK        
SegmentioJSON/DataDogZstd/len=1 | 215.66     | 6.44       | 9.85       | 18.59      | OK        
Bencode/ZstdBest/len=1    | 216.87     | 2.28       | 2.99       | 9.50       | OK        
Sonic/ZstdBest/len=1      | 216.87     | 4.17       | 4.98       | 25.50      | OK        
UgorjiMsgPack/S2/len=1    | 216.87     | 57.79      | 117.45     | 113.78     | OK        
UgorjiMsgPack/Snappy/len=1 | 216.87     | 53.61      | 102.25     | 112.69     | OK        
EasyJSON/ZstdBest/len=1   | 216.87     | 3.69       | 4.24       | 28.61      | OK        
UgorjiMsgPack/StdSnappy/len=1 | 216.87     | 57.24      | 118.95     | 110.32     | OK        
SegmentioJSON/ZstdBest/len=1 | 216.87     | 3.05       | 3.65       | 18.53      | OK        
GoccyJSON/ZstdBest/len=1  | 216.87     | 3.47       | 3.99       | 26.29      | OK        
CBORCanonical/StdSnappy/len=1 | 216.87     | 51.43      | 158.46     | 76.14      | OK        
JsonIter/ZstdBest/len=1   | 216.87     | 3.72       | 4.94       | 15.15      | OK        
JsonIterFastest/ZstdBest/len=1 | 216.87     | 3.71       | 4.41       | 23.50      | OK        
UgorjiSimple/DataDogZstdBest/len=1 | 216.87     | 3.48       | 4.29       | 18.37      | OK        
UgorjiSimple/GozstdBest/len=1 | 216.87     | 3.91       | 4.61       | 25.61      | OK        
JSON/ZstdBest/len=1       | 216.87     | 3.16       | 3.87       | 17.40      | OK        
UgorjiCBOR/Snappy/len=1   | 218.07     | 52.28      | 104.43     | 104.70     | OK        
UgorjiCBOR/S2/len=1       | 218.07     | 55.84      | 115.48     | 108.10     | OK        
UgorjiCBOR/Zlib/len=1     | 218.07     | 0.66       | 0.71       | 10.27      | OK        
YAML/ZstdBest/len=1       | 218.07     | 1.51       | 2.37       | 4.14       | OK        
UgorjiCBOR/StdSnappy/len=1 | 218.07     | 55.74      | 117.96     | 105.68     | OK        
YAML/Zstd/len=1           | 218.07     | 0.36       | 0.41       | 3.17       | OK        
CBORCanonical/S2/len=1    | 218.07     | 40.68      | 116.37     | 62.54      | OK        
CBOR/StdSnappy/len=1      | 218.07     | 54.57      | 164.35     | 81.70      | OK        
CBORCanonical/Snappy/len=1 | 218.07     | 38.73      | 103.97     | 61.73      | OK        
CBOR/S2/len=1             | 218.07     | 55.96      | 164.34     | 84.85      | OK        
CBOR/Snappy/len=1         | 218.07     | 52.25      | 140.76     | 83.08      | OK        
CBOR/Zlib/len=1           | 218.07     | 0.73       | 0.80       | 8.97       | OK        
UgorjiSimple/DataDogZstdFastest/len=1 | 219.28     | 8.17       | 14.49      | 18.73      | OK        
UgorjiSimple/GozstdFastest/len=1 | 219.28     | 11.00      | 19.03      | 26.06      | OK        
YAML/ZstdFastest/len=1    | 219.28     | 2.29       | 5.20       | 4.09       | OK        
GoccyYAML/None/len=100    | 219.28     | 1.99       | 4.20       | 3.78       | OK        
UgorjiBinc/None/len=1     | 219.28     | 69.00      | 144.50     | 132.08     | OK        
Bencode/None/len=5        | 221.95     | 9.99       | 19.49      | 20.48      | OK        
BurntSushiTOML/DataDogZstd/len=1 | 219.28     | 2.44       | 4.85       | 4.93       | OK        
BurntSushiTOML/Gozstd/len=1 | 220.48     | 2.87       | 5.85       | 5.63       | OK        
BurntSushiTOML/DataDogZstdFastest/len=1 | 220.48     | 2.67       | 5.52       | 5.18       | OK        
BurntSushiTOML/GozstdFastest/len=1 | 220.48     | 2.86       | 5.94       | 5.51       | OK        
MsgPack/Zlib/len=1        | 221.69     | 0.69       | 0.74       | 11.84      | OK        
Sonic/Flate/len=1         | 221.69     | 0.70       | 0.77       | 8.01       | OK        
UgorjiSimple/DataDogZstd/len=1 | 221.69     | 6.85       | 10.89      | 18.48      | OK        
JSON/Flate/len=1          | 221.69     | 0.62       | 0.70       | 5.32       | OK        
UgorjiSimple/Gozstd/len=1 | 221.69     | 9.76       | 15.95      | 25.18      | OK        
GoccyJSON/Flate/len=1     | 221.69     | 0.65       | 0.70       | 8.96       | OK        
JsonIter/Flate/len=1      | 221.69     | 0.60       | 0.65       | 8.02       | OK        
JsonIterFastest/Flate/len=1 | 221.69     | 0.66       | 0.71       | 9.26       | OK        
ShamatonMsgPack/Zlib/len=1 | 221.69     | 0.64       | 0.69       | 9.65       | OK        
SegmentioJSON/Flate/len=1 | 221.69     | 0.66       | 0.72       | 8.88       | OK        
BSON/Flate/len=1          | 221.69     | 0.67       | 0.73       | 8.32       | OK        
Msgp/Zlib/len=1           | 221.69     | 0.77       | 0.81       | 14.88      | OK        
EasyJSON/Flate/len=1      | 221.69     | 0.62       | 0.67       | 8.25       | OK        
UgorjiBinc/StdSnappy/len=1 | 222.89     | 12.14      | 14.76      | 68.28      | OK        
UgorjiBinc/Flate/len=1    | 222.89     | 0.70       | 0.73       | 14.06      | OK        
UgorjiMsgPack/Zlib/len=1  | 222.89     | 0.66       | 0.70       | 11.71      | OK        
CBORCanonical/Zlib/len=1  | 222.89     | 0.73       | 0.78       | 12.03      | OK        
GoccyYAML/None/len=5      | 225.61     | 1.86       | 3.98       | 3.48       | OK        
MsgPack/Zstd/len=1        | 224.10     | 0.46       | 0.47       | 23.73      | OK        
UgorjiSimple/ZstdBest/len=1 | 224.10     | 3.93       | 4.69       | 24.41      | OK        
UgorjiBinc/S2/len=1       | 224.10     | 56.79      | 109.73     | 117.71     | OK        
UgorjiBinc/Snappy/len=1   | 224.10     | 53.79      | 98.94      | 117.86     | OK        
Msgp/Zstd/len=1           | 224.10     | 0.48       | 0.49       | 37.30      | OK        
Msgp/ZstdFastest/len=1    | 224.10     | 82.39      | 143.14     | 194.16     | OK        
MsgPack/ZstdFastest/len=1 | 224.10     | 36.81      | 79.31      | 68.69      | OK        
BurntSushiTOML/ZstdBest/len=1 | 224.10     | 1.91       | 2.95       | 5.43       | OK        
YAML/Gzip/len=1           | 224.10     | 0.44       | 0.55       | 2.23       | OK        
ShamatonMsgPack/Zstd/len=1 | 224.10     | 0.47       | 0.48       | 32.92      | OK        
ShamatonMsgPack/ZstdFastest/len=1 | 224.10     | 48.14      | 81.45      | 117.74     | OK        
TOML/Gzip/len=1           | 225.30     | 0.49       | 0.53       | 6.26       | OK        
Sonic/None/len=100        | 225.30     | 80.25      | 246.08     | 119.09     | OK        
JSON/None/len=100         | 225.30     | 29.23      | 71.87      | 49.26      | OK        
SegmentioJSON/None/len=100 | 225.30     | 21.54      | 43.02      | 43.13      | OK        
JsonIterFastest/None/len=100 | 225.30     | 64.71      | 329.08     | 80.55      | OK        
JsonIter/None/len=100     | 225.30     | 69.31      | 346.26     | 86.66      | OK        
EasyJSON/None/len=100     | 225.30     | 110.35     | 410.61     | 150.91     | OK        
GoccyJSON/None/len=100    | 225.30     | 63.84      | 142.31     | 115.78     | OK        
UgorjiMsgPack/ZstdFastest/len=1 | 227.71     | 40.00      | 76.64      | 83.67      | OK        
UgorjiMsgPack/Zstd/len=1  | 227.71     | 0.44       | 0.45       | 27.62      | OK        
CBORCanonical/ZstdFastest/len=1 | 228.92     | 26.46      | 68.92      | 42.95      | OK        
JsonIterFastest/Zlib/len=1 | 228.92     | 0.67       | 0.73       | 8.60       | OK        
GoccyJSON/None/len=5      | 231.71     | 59.18      | 123.43     | 113.70     | OK        
CBOR/Zstd/len=1           | 228.92     | 0.49       | 0.50       | 24.93      | OK        
Sonic/None/len=5          | 231.71     | 72.36      | 194.22     | 115.32     | OK        
GoccyYAML/Gzip/len=1      | 228.92     | 0.45       | 0.60       | 1.90       | OK        
JsonIter/Zlib/len=1       | 228.92     | 0.59       | 0.64       | 8.29       | OK        
JsonIter/None/len=5       | 231.71     | 38.26      | 135.47     | 53.31      | OK        
CBOR/ZstdFastest/len=1    | 228.92     | 42.10      | 105.01     | 70.28      | OK        
BurntSushiTOML/Gzip/len=1 | 228.92     | 0.42       | 0.48       | 3.29       | OK        
EasyJSON/None/len=5       | 231.71     | 93.97      | 283.31     | 140.61     | OK        
JSON/Zlib/len=1           | 228.92     | 0.63       | 0.71       | 5.60       | OK        
SegmentioJSON/None/len=5  | 231.71     | 20.75      | 36.92      | 47.35      | OK        
JsonIterFastest/None/len=5 | 231.71     | 65.11      | 295.03     | 83.55      | OK        
Sonic/Zlib/len=1          | 228.92     | 0.71       | 0.77       | 9.08       | OK        
UgorjiCBOR/Zstd/len=1     | 228.92     | 0.42       | 0.43       | 26.37      | OK        
CBORCanonical/Zstd/len=1  | 228.92     | 0.47       | 0.47       | 26.17      | OK        
EasyJSON/Zlib/len=1       | 228.92     | 0.63       | 0.67       | 9.91       | OK        
BSON/Zlib/len=1           | 228.92     | 0.57       | 0.64       | 5.37       | OK        
GoccyJSON/Zlib/len=1      | 228.92     | 0.63       | 0.68       | 8.65       | OK        
UgorjiCBOR/ZstdFastest/len=1 | 228.92     | 41.40      | 78.51      | 87.58      | OK        
SegmentioJSON/Zlib/len=1  | 228.92     | 0.66       | 0.72       | 8.35       | OK        
JSON/None/len=5           | 231.71     | 28.58      | 69.39      | 48.60      | OK        
YAML/Pzip/len=1           | 230.12     | 0.08       | 0.15       | 0.16       | OK        
UgorjiBinc/Zlib/len=1     | 230.12     | 0.68       | 0.72       | 11.42      | OK        
BSON/GozstdBest/len=1     | 231.33     | 3.16       | 3.79       | 19.13      | OK        
MsgPack/Lz4/len=1         | 231.33     | 20.41      | 41.15      | 40.51      | OK        
Msgp/Lz4/len=1            | 231.33     | 52.39      | 90.58      | 124.26     | OK        
BSON/DataDogZstdBest/len=1 | 231.33     | 2.97       | 3.65       | 15.88      | OK        
TOML/Pzip/len=1           | 231.33     | 0.08       | 0.16       | 0.18       | OK        
ShamatonMsgPack/Lz4/len=1 | 231.33     | 34.26      | 58.77      | 82.14      | OK        
BSON/GozstdFastest/len=1  | 232.53     | 9.34       | 17.20      | 20.45      | OK        
UgorjiCBOR/Gzip/len=1     | 232.53     | 0.68       | 0.72       | 11.28      | OK        
CBOR/Gzip/len=1           | 232.53     | 0.63       | 0.68       | 9.41       | OK        
BSON/DataDogZstdFastest/len=1 | 232.53     | 7.12       | 13.86      | 14.65      | OK        
UgorjiBinc/ZstdFastest/len=1 | 234.94     | 28.85      | 55.16      | 60.47      | OK        
BSON/ZstdBest/len=1       | 234.94     | 3.71       | 4.60       | 19.17      | OK        
XML/Flate/len=1           | 234.94     | 0.57       | 0.66       | 3.95       | OK        
GoccyYAML/Pzip/len=1      | 234.94     | 0.08       | 0.15       | 0.16       | OK        
UgorjiSimple/None/len=1   | 234.94     | 50.46      | 105.98     | 96.31      | OK        
BurntSushiTOML/Pzip/len=1 | 234.94     | 0.08       | 0.16       | 0.15       | OK        
UgorjiMsgPack/Lz4/len=1   | 234.94     | 31.81      | 58.29      | 70.03      | OK        
UgorjiBinc/Zstd/len=1     | 234.94     | 0.49       | 0.50       | 29.55      | OK        
UgorjiCBOR/Lz4/len=1      | 236.14     | 31.71      | 58.05      | 69.88      | OK        
CBOR/Lz4/len=1            | 236.14     | 30.69      | 68.27      | 55.76      | OK        
ShamatonMsgPack/Gzip/len=1 | 236.14     | 0.64       | 0.67       | 14.52      | OK        
BSON/DataDogZstd/len=1    | 236.14     | 6.29       | 10.31      | 16.10      | OK        
Msgp/Gzip/len=1           | 236.14     | 0.81       | 0.85       | 15.08      | OK        
BSON/Gozstd/len=1         | 236.14     | 6.49       | 14.43      | 11.80      | OK        
CBORCanonical/Lz4/len=1   | 236.14     | 30.53      | 67.29      | 55.89      | OK        
MsgPack/Gzip/len=1        | 236.14     | 0.70       | 0.74       | 12.11      | OK        
CBORCanonical/Gzip/len=1  | 237.35     | 0.63       | 0.67       | 10.39      | OK        
Bencode/Flate/len=1       | 237.35     | 0.68       | 0.75       | 7.64       | OK        
UgorjiMsgPack/Gzip/len=1  | 237.35     | 0.68       | 0.74       | 9.36       | OK        
UgorjiSimple/Flate/len=1  | 238.55     | 0.74       | 0.78       | 14.59      | OK        
UgorjiCBOR/Pzip/len=1     | 238.55     | 0.08       | 0.17       | 0.16       | OK        
CBOR/Pzip/len=1           | 238.55     | 0.09       | 0.18       | 0.18       | OK        
TOML/None/len=100         | 238.55     | 13.66      | 19.86      | 43.81      | OK        
UgorjiSimple/Snappy/len=1 | 239.76     | 53.35      | 99.35      | 115.24     | OK        
UgorjiSimple/StdSnappy/len=1 | 239.76     | 54.44      | 108.34     | 109.43     | OK        
XML/DataDogZstdBest/len=1 | 239.76     | 1.93       | 2.79       | 6.23       | OK        
XML/GozstdBest/len=1      | 239.76     | 2.07       | 2.96       | 6.87       | OK        
UgorjiSimple/S2/len=1     | 239.76     | 30.14      | 41.78      | 108.22     | OK        
BSON/None/len=100         | 240.96     | 62.75      | 214.03     | 88.78      | OK        
UgorjiBinc/Lz4/len=1      | 240.96     | 21.81      | 41.02      | 46.56      | OK        
TOML/None/len=5           | 243.90     | 11.95      | 17.35      | 38.38      | OK        
ShamatonMsgPack/Pzip/len=1 | 242.17     | 0.08       | 0.16       | 0.17       | OK        
GoccyYAML/None/len=1      | 242.17     | 1.23       | 2.79       | 2.21       | OK        
XML/Zlib/len=1            | 242.17     | 0.59       | 0.69       | 3.81       | OK        
MsgPack/Pzip/len=1        | 242.17     | 0.09       | 0.18       | 0.18       | OK        
Msgp/Pzip/len=1           | 242.17     | 0.09       | 0.17       | 0.17       | OK        
JsonIterFastest/Gzip/len=1 | 243.37     | 0.65       | 0.71       | 7.98       | OK        
Bencode/None/len=1        | 243.37     | 7.58       | 16.11      | 14.33      | OK        
JsonIter/Gzip/len=1       | 243.37     | 0.65       | 0.71       | 7.35       | OK        
JSON/Gzip/len=1           | 243.37     | 0.54       | 0.58       | 8.17       | OK        
Sonic/Gzip/len=1          | 243.37     | 0.66       | 0.71       | 8.74       | OK        
CBORCanonical/Pzip/len=1  | 243.37     | 0.08       | 0.16       | 0.17       | OK        
EasyJSON/Gzip/len=1       | 243.37     | 0.67       | 0.72       | 9.81       | OK        
UgorjiMsgPack/Pzip/len=1  | 243.37     | 0.08       | 0.17       | 0.16       | OK        
SegmentioJSON/Gzip/len=1  | 243.37     | 0.71       | 0.78       | 8.77       | OK        
BSON/Gzip/len=1           | 243.37     | 0.64       | 0.70       | 8.07       | OK        
GoccyJSON/Gzip/len=1      | 243.37     | 0.66       | 0.72       | 8.27       | OK        
XML/GozstdFastest/len=1   | 244.58     | 4.07       | 10.86      | 6.52       | OK        
XML/DataDogZstd/len=1     | 244.58     | 3.55       | 8.09       | 6.34       | OK        
XML/DataDogZstdFastest/len=1 | 244.58     | 3.74       | 9.54       | 6.14       | OK        
Bencode/Zlib/len=1        | 244.58     | 0.71       | 0.79       | 6.80       | OK        
UgorjiBinc/Gzip/len=1     | 244.58     | 0.66       | 0.72       | 8.06       | OK        
XML/Gozstd/len=1          | 244.58     | 4.32       | 11.30      | 6.99       | OK        
UgorjiSimple/Zlib/len=1   | 245.78     | 0.73       | 0.78       | 11.81      | OK        
BSON/None/len=5           | 248.78     | 34.53      | 82.54      | 59.36      | OK        
GoccyYAML/StdSnappy/len=1 | 246.99     | 1.45       | 3.52       | 2.47       | OK        
GoccyYAML/Snappy/len=1    | 246.99     | 1.53       | 3.23       | 2.90       | OK        
GoccyYAML/S2/len=1        | 246.99     | 1.21       | 2.96       | 2.05       | OK        
Bencode/StdSnappy/len=1   | 248.19     | 8.14       | 16.41      | 16.15      | OK        
Bencode/Snappy/len=1      | 248.19     | 8.07       | 16.07      | 16.21      | OK        
Bencode/S2/len=1          | 248.19     | 7.30       | 13.25      | 16.28      | OK        
XML/ZstdBest/len=1        | 249.40     | 1.97       | 3.42       | 4.64       | OK        
XML/Zstd/len=1            | 249.40     | 0.41       | 0.45       | 4.83       | OK        
GoccyJSON/Pzip/len=1      | 249.40     | 0.09       | 0.16       | 0.18       | OK        
SegmentioJSON/Pzip/len=1  | 249.40     | 0.08       | 0.16       | 0.16       | OK        
EasyJSON/Pzip/len=1       | 249.40     | 0.08       | 0.17       | 0.16       | OK        
JSON/Pzip/len=1           | 249.40     | 0.08       | 0.16       | 0.18       | OK        
JsonIterFastest/Pzip/len=1 | 249.40     | 0.08       | 0.17       | 0.16       | OK        
JsonIter/Pzip/len=1       | 249.40     | 0.08       | 0.16       | 0.16       | OK        
Sonic/Pzip/len=1          | 249.40     | 0.08       | 0.17       | 0.17       | OK        
BSON/Pzip/len=1           | 250.60     | 0.08       | 0.15       | 0.16       | OK        
UgorjiBinc/Pzip/len=1     | 250.60     | 0.09       | 0.17       | 0.17       | OK        
TOML/StdSnappy/len=1      | 250.60     | 10.43      | 15.46      | 32.08      | OK        
TOML/None/len=1           | 250.60     | 10.99      | 16.40      | 33.34      | OK        
XML/ZstdFastest/len=1     | 250.60     | 3.99       | 10.28      | 6.52       | OK        
UgorjiSimple/ZstdFastest/len=1 | 251.81     | 42.41      | 76.68      | 94.88      | OK        
UgorjiSimple/Zstd/len=1   | 251.81     | 0.44       | 0.45       | 29.09      | OK        
YAML/StdSnappy/len=1      | 251.81     | 3.38       | 8.23       | 5.74       | OK        
YAML/None/len=100         | 253.01     | 3.92       | 8.95       | 6.99       | OK        
JsonIter/None/len=1       | 254.22     | 43.81      | 154.30     | 61.18      | OK        
EasyJSON/None/len=1       | 254.22     | 63.54      | 133.58     | 121.19     | OK        
SegmentioJSON/None/len=1  | 254.22     | 21.36      | 34.22      | 56.87      | OK        
Sonic/None/len=1          | 254.22     | 42.50      | 93.46      | 77.94      | OK        
GoccyJSON/None/len=1      | 254.22     | 20.26      | 38.58      | 42.68      | OK        
JSON/None/len=1           | 254.22     | 15.46      | 34.72      | 27.87      | OK        
JsonIterFastest/None/len=1 | 254.22     | 47.26      | 179.96     | 64.09      | OK        
TOML/Snappy/len=1         | 256.63     | 10.50      | 15.38      | 33.08      | OK        
BurntSushiTOML/None/len=100 | 256.63     | 4.49       | 10.50      | 7.86       | OK        
XML/Gzip/len=1            | 256.63     | 0.56       | 0.66       | 3.93       | OK        
TOML/S2/len=1             | 256.63     | 10.76      | 15.87      | 33.42      | OK        
YAML/None/len=5           | 259.76     | 3.32       | 7.81       | 5.78       | OK        
UgorjiSimple/Lz4/len=1    | 257.83     | 22.33      | 41.90      | 47.80      | OK        
GoccyYAML/Zstd/len=1      | 257.83     | 0.28       | 0.33       | 1.97       | OK        
BurntSushiTOML/None/len=5 | 260.98     | 4.25       | 9.87       | 7.47       | OK        
JSON/StdSnappy/len=1      | 257.83     | 22.19      | 48.60      | 40.85      | OK        
JsonIter/StdSnappy/len=1  | 257.83     | 41.19      | 122.81     | 61.97      | OK        
Sonic/StdSnappy/len=1     | 257.83     | 39.59      | 81.90      | 76.65      | OK        
SegmentioJSON/StdSnappy/len=1 | 257.83     | 20.01      | 31.61      | 54.51      | OK        
EasyJSON/StdSnappy/len=1  | 257.83     | 66.93      | 151.76     | 119.73     | OK        
GoccyYAML/ZstdFastest/len=1 | 257.83     | 1.35       | 2.75       | 2.66       | OK        
JsonIterFastest/StdSnappy/len=1 | 257.83     | 40.45      | 118.38     | 61.44      | OK        
GoccyJSON/StdSnappy/len=1 | 257.83     | 38.08      | 69.22      | 84.66      | OK        
JsonIter/Snappy/len=1     | 259.04     | 39.23      | 107.28     | 61.85      | OK        
EasyJSON/Snappy/len=1     | 259.04     | 59.28      | 121.75     | 115.54     | OK        
JsonIterFastest/Snappy/len=1 | 259.04     | 26.71      | 80.36      | 40.00      | OK        
JSON/Snappy/len=1         | 259.04     | 21.16      | 45.46      | 39.59      | OK        
JsonIter/S2/len=1         | 259.04     | 40.55      | 118.43     | 61.67      | OK        
Bencode/Gzip/len=1        | 259.04     | 0.69       | 0.77       | 7.29       | OK        
JSON/S2/len=1             | 259.04     | 20.65      | 42.98      | 39.76      | OK        
Bencode/Zstd/len=1        | 259.04     | 0.43       | 0.45       | 6.96       | OK        
SegmentioJSON/S2/len=1    | 259.04     | 19.96      | 31.21      | 55.38      | OK        
SegmentioJSON/Snappy/len=1 | 259.04     | 17.15      | 24.86      | 55.27      | OK        
Bencode/ZstdFastest/len=1 | 259.04     | 3.88       | 5.86       | 11.52      | OK        
GoccyJSON/Snappy/len=1    | 259.04     | 38.12      | 68.03      | 86.68      | OK        
GoccyJSON/S2/len=1        | 259.04     | 38.41      | 70.56      | 84.30      | OK        
Sonic/Snappy/len=1        | 259.04     | 40.76      | 80.24      | 82.83      | OK        
Sonic/S2/len=1            | 259.04     | 42.19      | 86.90      | 81.99      | OK        
EasyJSON/S2/len=1         | 259.04     | 63.21      | 136.09     | 118.02     | OK        
JsonIterFastest/S2/len=1  | 259.04     | 40.86      | 120.88     | 61.71      | OK        
UgorjiSimple/Gzip/len=1   | 260.24     | 0.69       | 0.73       | 13.07      | OK        
XML/Pzip/len=1            | 262.65     | 0.09       | 0.17       | 0.17       | OK        
BurntSushiTOML/StdSnappy/len=1 | 262.65     | 3.55       | 8.07       | 6.35       | OK        
YAML/S2/len=1             | 262.65     | 3.07       | 6.73       | 5.63       | OK        
YAML/Snappy/len=1         | 263.86     | 2.11       | 5.51       | 3.42       | OK        
TOML/Zstd/len=1           | 265.06     | 0.45       | 0.46       | 13.33      | OK        
CBOR/XZ/len=1             | 265.06     | 0.01       | 0.01       | 0.08       | OK        
Bencode/Pzip/len=1        | 265.06     | 0.08       | 0.17       | 0.17       | OK        
UgorjiCBOR/XZ/len=1       | 265.06     | 0.01       | 0.01       | 0.07       | OK        
GoccyYAML/Lz4/len=1       | 265.06     | 1.16       | 2.41       | 2.22       | OK        
CBORCanonical/XZ/len=1    | 265.06     | 0.01       | 0.02       | 0.09       | OK        
UgorjiSimple/Pzip/len=1   | 266.27     | 0.09       | 0.17       | 0.17       | OK        
Bencode/Lz4/len=1         | 266.27     | 7.36       | 14.33      | 15.13      | OK        
BurntSushiTOML/None/len=1 | 267.47     | 3.54       | 8.13       | 6.26       | OK        
TOML/ZstdFastest/len=1    | 267.47     | 6.58       | 10.75      | 16.96      | OK        
JsonIter/Zstd/len=1       | 269.88     | 0.40       | 0.41       | 21.15      | OK        
GoccyJSON/Zstd/len=1      | 269.88     | 0.49       | 0.50       | 25.15      | OK        
SegmentioJSON/Zstd/len=1  | 269.88     | 0.42       | 0.43       | 20.01      | OK        
JsonIter/ZstdFastest/len=1 | 269.88     | 33.10      | 83.65      | 54.78      | OK        
Sonic/Zstd/len=1          | 269.88     | 0.49       | 0.50       | 25.85      | OK        
SegmentioJSON/ZstdFastest/len=1 | 269.88     | 14.24      | 23.51      | 36.11      | OK        
Sonic/ZstdFastest/len=1   | 269.88     | 31.60      | 59.05      | 68.00      | OK        
EasyJSON/ZstdFastest/len=1 | 269.88     | 46.35      | 89.53      | 96.08      | OK        
JSON/ZstdFastest/len=1    | 269.88     | 18.63      | 37.23      | 37.28      | OK        
GoccyJSON/ZstdFastest/len=1 | 269.88     | 31.06      | 53.44      | 74.14      | OK        
JSON/Zstd/len=1           | 269.88     | 0.37       | 0.39       | 11.86      | OK        
JsonIterFastest/Zstd/len=1 | 269.88     | 0.39       | 0.40       | 21.18      | OK        
JsonIterFastest/ZstdFastest/len=1 | 269.88     | 33.05      | 84.74      | 54.19      | OK        
EasyJSON/Zstd/len=1       | 269.88     | 0.41       | 0.41       | 23.89      | OK        
ShamatonMsgPack/XZ/len=1  | 271.08     | 0.01       | 0.01       | 0.08       | OK        
MsgPack/XZ/len=1          | 271.08     | 0.01       | 0.02       | 0.06       | OK        
GoccyYAML/Bzip2/len=1     | 271.08     | 0.36       | 0.48       | 1.49       | OK        
Msgp/XZ/len=1             | 271.08     | 0.01       | 0.01       | 0.08       | OK        
BurntSushiTOML/Snappy/len=1 | 273.49     | 2.74       | 7.28       | 4.39       | OK        
