Performing initial speed check (None compression)...

Performing Avro speed check with all compressors...

Running benchmarks...
ID                             | Ratio (%)  | Speed      | Ser+Comp   | De+Deser   | Status    
TOML/Zlib/len=5           | 100.00     | 2.39       | 2.84       | 14.99      | OK        
YAML/DataDogZstdBest/len=5 | 100.00     | 1.42       | 1.82       | 6.46       | OK        
JsonIter/Flate/len=5      | 100.00     | 2.81       | 3.24       | 21.39      | OK        
YAML/GozstdBest/len=5     | 100.00     | 1.41       | 1.80       | 6.43       | OK        
UgorjiMsgPack/GozstdBest/len=5 | 101.22     | 3.74       | 3.96       | 66.87      | OK        
UgorjiBinc/DataDogZstdBest/len=5 | 101.22     | 3.71       | 3.94       | 64.26      | OK        
Msgp/DataDogZstdBest/len=5 | 101.22     | 4.60       | 4.87       | 83.94      | OK        
YAML/ZstdBest/len=5       | 101.22     | 2.47       | 4.49       | 5.48       | OK        
EasyJSON/GozstdBest/len=5 | 101.22     | 2.78       | 2.92       | 57.71      | OK        
ShamatonMsgPack/DataDogZstdBest/len=5 | 101.22     | 4.39       | 4.67       | 71.92      | OK        
Msgp/GozstdBest/len=5     | 101.22     | 2.79       | 2.91       | 63.63      | OK        
GoccyYAML/ZstdFastest/len=5 | 101.22     | 1.71       | 3.48       | 3.37       | OK        
JsonIter/Zlib/len=5       | 101.22     | 2.96       | 3.40       | 22.81      | OK        
GoccyYAML/Gzip/len=5      | 101.22     | 1.00       | 1.57       | 2.76       | OK        
GoccyJSON/DataDogZstdBest/len=5 | 101.22     | 2.75       | 2.91       | 49.24      | OK        
ShamatonMsgPack/GozstdBest/len=5 | 101.22     | 3.90       | 4.10       | 81.74      | OK        
TOML/DataDogZstd/len=5    | 101.22     | 9.05       | 12.85      | 30.61      | OK        
GoccyYAML/Gozstd/len=5    | 101.22     | 1.64       | 3.45       | 3.13       | OK        
MsgPack/DataDogZstdBest/len=5 | 101.22     | 4.32       | 4.69       | 54.66      | OK        
GoccyJSON/GozstdBest/len=5 | 101.22     | 2.58       | 2.72       | 47.34      | OK        
UgorjiBinc/GozstdBest/len=5 | 101.22     | 3.78       | 4.00       | 68.56      | OK        
SegmentioJSON/Zlib/len=5  | 101.22     | 2.30       | 2.69       | 16.12      | OK        
TOML/ZstdBest/len=5       | 101.22     | 6.15       | 7.76       | 29.65      | OK        
EasyJSON/DataDogZstdBest/len=5 | 101.22     | 2.30       | 2.41       | 48.16      | OK        
UgorjiCBOR/ZstdBest/len=5 | 101.22     | 10.96      | 13.24      | 63.61      | OK        
SegmentioJSON/GozstdBest/len=5 | 101.22     | 2.77       | 3.01       | 35.28      | OK        
GoccyYAML/Zstd/len=5      | 101.22     | 0.63       | 0.89       | 2.22       | OK        
UgorjiMsgPack/Flate/len=5 | 101.22     | 2.74       | 3.02       | 28.74      | OK        
CBORCanonical/ZstdBest/len=5 | 101.22     | 12.47      | 16.25      | 53.66      | OK        
MsgPack/GozstdBest/len=5  | 101.22     | 3.32       | 3.56       | 50.47      | OK        
JSON/Zlib/len=5           | 101.22     | 2.76       | 3.29       | 16.98      | OK        
UgorjiMsgPack/DataDogZstdBest/len=5 | 101.22     | 3.52       | 3.78       | 50.45      | OK        
CBOR/ZstdBest/len=5       | 101.22     | 10.96      | 13.98      | 50.76      | OK        
SegmentioJSON/DataDogZstdBest/len=5 | 101.22     | 2.48       | 2.70       | 30.40      | OK        
UgorjiBinc/Flate/len=5    | 101.22     | 2.81       | 3.10       | 29.95      | OK        
YAML/Zlib/len=5           | 101.22     | 1.50       | 2.33       | 4.21       | OK        
BurntSushiTOML/DataDogZstdBest/len=5 | 101.22     | 1.41       | 1.80       | 6.55       | OK        
BurntSushiTOML/Zlib/len=5 | 101.22     | 1.56       | 2.26       | 5.08       | OK        
BurntSushiTOML/GozstdBest/len=5 | 101.22     | 1.51       | 1.94       | 6.88       | OK        
EasyJSON/Zlib/len=5       | 101.22     | 2.92       | 3.27       | 27.51      | OK        
JsonIterFastest/DataDogZstdBest/len=5 | 101.22     | 2.23       | 2.39       | 33.45      | OK        
JsonIter/GozstdBest/len=5 | 101.22     | 2.52       | 2.68       | 43.89      | OK        
Sonic/Zlib/len=5          | 101.22     | 2.60       | 2.99       | 20.05      | OK        
JsonIterFastest/GozstdBest/len=5 | 101.22     | 2.80       | 3.01       | 39.97      | OK        
Sonic/GozstdBest/len=5    | 101.22     | 2.70       | 2.84       | 55.82      | OK        
JsonIter/DataDogZstdBest/len=5 | 101.22     | 2.94       | 3.15       | 43.58      | OK        
JSON/GozstdBest/len=5     | 101.22     | 2.78       | 3.02       | 35.34      | OK        
GoccyJSON/Zlib/len=5      | 101.22     | 2.82       | 3.21       | 23.36      | OK        
JSON/DataDogZstdBest/len=5 | 101.22     | 2.75       | 3.00       | 32.06      | OK        
Sonic/DataDogZstdBest/len=5 | 101.22     | 2.90       | 3.08       | 48.25      | OK        
JsonIterFastest/Zlib/len=5 | 101.22     | 2.72       | 3.13       | 20.97      | OK        
JsonIterFastest/DataDogZstd/len=5 | 102.44     | 15.37      | 23.87      | 43.14      | OK        
CBOR/Gzip/len=5           | 102.44     | 2.58       | 2.89       | 23.83      | OK        
JSON/DataDogZstd/len=5    | 102.44     | 14.15      | 24.14      | 34.20      | OK        
Avro/Brotli/len=1         | 101.20     | 0.32       | 0.34       | 7.60       | OK        
BurntSushiTOML/ZstdBest/len=5 | 102.44     | 3.03       | 5.46       | 6.79       | OK        
UgorjiCBOR/GozstdFastest/len=5 | 102.44     | 34.31      | 58.99      | 82.01      | OK        
JsonIterFastest/ZstdBest/len=5 | 102.44     | 9.87       | 12.61      | 45.45      | OK        
JsonIter/DataDogZstd/len=5 | 102.44     | 18.12      | 30.72      | 44.19      | OK        
Msgp/Zlib/len=5           | 102.44     | 2.71       | 3.00       | 28.80      | OK        
UgorjiCBOR/Gozstd/len=5   | 102.44     | 31.48      | 52.19      | 79.35      | OK        
JSON/ZstdBest/len=5       | 102.44     | 7.44       | 10.12      | 28.09      | OK        
BurntSushiTOML/DataDogZstd/len=5 | 102.44     | 3.87       | 7.99       | 7.51       | OK        
JsonIter/ZstdBest/len=5   | 102.44     | 9.32       | 11.77      | 44.73      | OK        
CBORCanonical/Gzip/len=5  | 102.44     | 2.57       | 2.87       | 24.84      | OK        
UgorjiBinc/Zlib/len=5     | 102.44     | 2.80       | 3.14       | 25.84      | OK        
CBORCanonical/Gozstd/len=5 | 102.44     | 31.08      | 58.14      | 66.79      | OK        
ShamatonMsgPack/Zlib/len=5 | 102.44     | 2.72       | 2.99       | 30.08      | OK        
CBORCanonical/GozstdFastest/len=5 | 102.44     | 30.24      | 57.81      | 63.43      | OK        
SegmentioJSON/DataDogZstd/len=5 | 102.44     | 12.07      | 18.81      | 33.69      | OK        
CBORCanonical/Zstd/len=5  | 102.44     | 1.78       | 1.87       | 37.23      | OK        
UgorjiCBOR/DataDogZstdFastest/len=5 | 102.44     | 25.09      | 43.78      | 58.76      | OK        
GoccyYAML/Pzip/len=5      | 102.44     | 0.32       | 0.65       | 0.64       | OK        
GoccyYAML/DataDogZstdFastest/len=5 | 102.44     | 1.74       | 3.81       | 3.19       | OK        
CBOR/Zstd/len=5           | 102.44     | 1.87       | 1.99       | 30.29      | OK        
Sonic/ZstdBest/len=5      | 102.44     | 10.32      | 12.82      | 53.05      | OK        
Bencode/Flate/len=5       | 102.44     | 1.99       | 2.47       | 10.18      | OK        
UgorjiCBOR/Zstd/len=5     | 102.44     | 1.80       | 1.88       | 41.85      | OK        
GoccyYAML/GozstdFastest/len=5 | 102.44     | 1.68       | 3.66       | 3.10       | OK        
Sonic/DataDogZstd/len=5   | 102.44     | 20.05      | 31.26      | 55.91      | OK        
SegmentioJSON/ZstdBest/len=5 | 102.44     | 7.76       | 10.04      | 34.13      | OK        
EasyJSON/DataDogZstd/len=5 | 102.44     | 21.99      | 33.57      | 63.73      | OK        
CBOR/Gozstd/len=5         | 102.44     | 25.72      | 49.47      | 53.56      | OK        
CBORCanonical/DataDogZstdFastest/len=5 | 102.44     | 28.11      | 54.63      | 57.90      | OK        
CBOR/GozstdFastest/len=5  | 102.44     | 29.85      | 58.65      | 60.78      | OK        
CBOR/DataDogZstdFastest/len=5 | 102.44     | 27.51      | 53.77      | 56.31      | OK        
UgorjiCBOR/Gzip/len=5     | 102.44     | 2.75       | 3.07       | 26.23      | OK        
MsgPack/Zlib/len=5        | 102.44     | 2.84       | 3.22       | 24.43      | OK        
GoccyJSON/ZstdBest/len=5  | 102.44     | 10.19      | 12.53      | 54.51      | OK        
YAML/DataDogZstd/len=5    | 102.44     | 3.17       | 6.67       | 6.06       | OK        
UgorjiMsgPack/Zlib/len=5  | 102.44     | 2.81       | 3.15       | 25.69      | OK        
GoccyJSON/DataDogZstd/len=5 | 102.44     | 16.98      | 26.81      | 46.31      | OK        
EasyJSON/ZstdBest/len=5   | 102.44     | 11.06      | 13.42      | 62.88      | OK        
UgorjiBinc/ZstdBest/len=5 | 103.66     | 11.39      | 13.71      | 67.43      | OK        
UgorjiMsgPack/ZstdBest/len=5 | 103.66     | 11.21      | 13.57      | 64.40      | OK        
UgorjiSimple/Flate/len=5  | 103.66     | 2.79       | 3.13       | 25.48      | OK        
EasyJSON/Gozstd/len=5     | 103.66     | 28.20      | 49.24      | 65.97      | OK        
EasyJSON/Zstd/len=5       | 103.66     | 1.94       | 2.09       | 26.56      | OK        
GoccyJSON/Gozstd/len=5    | 103.66     | 23.25      | 38.63      | 58.43      | OK        
Msgp/DataDogZstd/len=5    | 103.66     | 22.66      | 32.15      | 76.74      | OK        
TOML/Gzip/len=5           | 103.66     | 2.10       | 2.41       | 16.50      | OK        
UgorjiMsgPack/DataDogZstd/len=5 | 103.66     | 21.09      | 31.62      | 63.33      | OK        
ShamatonMsgPack/DataDogZstd/len=5 | 103.66     | 23.75      | 34.70      | 75.19      | OK        
SegmentioJSON/Zstd/len=5  | 103.66     | 1.59       | 1.70       | 24.18      | OK        
TOML/Zstd/len=5           | 103.66     | 1.61       | 1.76       | 18.19      | OK        
GoccyJSON/Zstd/len=5      | 103.66     | 1.86       | 1.96       | 34.72      | OK        
ShamatonMsgPack/ZstdBest/len=5 | 103.66     | 10.46      | 12.25      | 71.67      | OK        
UgorjiBinc/DataDogZstd/len=5 | 103.66     | 16.37      | 22.41      | 60.72      | OK        
TOML/ZstdFastest/len=5    | 103.66     | 8.00       | 11.25      | 27.64      | OK        
UgorjiCBOR/Pzip/len=5     | 103.66     | 0.38       | 0.73       | 0.79       | OK        
TOML/Gozstd/len=5         | 103.66     | 9.80       | 14.23      | 31.52      | OK        
CBOR/ZstdFastest/len=5    | 103.66     | 25.51      | 48.88      | 53.37      | OK        
Sonic/Gozstd/len=5        | 103.66     | 23.26      | 42.16      | 51.91      | OK        
SegmentioJSON/Gozstd/len=5 | 103.66     | 14.25      | 23.52      | 36.13      | OK        
TOML/GozstdFastest/len=5  | 103.66     | 10.55      | 15.48      | 33.13      | OK        
Bencode/Zlib/len=5        | 103.66     | 2.18       | 2.68       | 11.58      | OK        
TOML/DataDogZstdFastest/len=5 | 103.66     | 7.49       | 11.15      | 22.86      | OK        
CBOR/Pzip/len=5           | 103.66     | 0.41       | 0.81       | 0.82       | OK        
Msgp/ZstdBest/len=5       | 103.66     | 11.94      | 13.86      | 85.86      | OK        
JsonIter/Zstd/len=5       | 103.66     | 1.76       | 1.88       | 27.45      | OK        
JsonIterFastest/Zstd/len=5 | 103.66     | 2.00       | 2.18       | 23.35      | OK        
JSON/Zstd/len=5           | 103.66     | 1.84       | 2.05       | 18.07      | OK        
UgorjiCBOR/ZstdFastest/len=5 | 103.66     | 26.70      | 45.96      | 63.70      | OK        
MsgPack/DataDogZstd/len=5 | 103.66     | 20.84      | 32.55      | 57.94      | OK        
CBORCanonical/ZstdFastest/len=5 | 103.66     | 20.42      | 33.39      | 52.60      | OK        
Sonic/Zstd/len=5          | 103.66     | 1.77       | 1.87       | 34.15      | OK        
MsgPack/ZstdBest/len=5    | 103.66     | 11.07      | 13.71      | 57.39      | OK        
BurntSushiTOML/Gzip/len=5 | 103.66     | 1.39       | 1.93       | 4.95       | OK        
GoAvro/None/len=1         | 102.41     | 9.16       | 18.68      | 17.96      | OK        
JsonIter/Gozstd/len=5     | 103.66     | 18.90      | 40.47      | 35.45      | OK        
BurntSushiTOML/Gozstd/len=5 | 103.66     | 3.95       | 8.56       | 7.35       | OK        
CBORCanonical/Pzip/len=5  | 103.66     | 0.39       | 0.80       | 0.77       | OK        
JsonIterFastest/Gozstd/len=5 | 103.66     | 22.85      | 46.37      | 45.07      | OK        
JSON/Gozstd/len=5         | 103.66     | 17.60      | 33.39      | 37.21      | OK        
MsgPack/Gzip/len=5        | 104.88     | 2.43       | 2.68       | 25.60      | OK        
JsonIterFastest/Gzip/len=5 | 104.88     | 2.47       | 2.79       | 21.17      | OK        
Sonic/Gzip/len=5          | 104.88     | 2.67       | 3.01       | 23.77      | OK        
MsgPack/Zstd/len=5        | 104.88     | 1.73       | 1.81       | 35.76      | OK        
JsonIter/GozstdFastest/len=5 | 104.88     | 19.05      | 38.56      | 37.63      | OK        
JsonIter/ZstdFastest/len=5 | 104.88     | 23.43      | 47.10      | 46.64      | OK        
MsgPack/Gozstd/len=5      | 104.88     | 25.99      | 44.84      | 61.84      | OK        
SegmentioJSON/DataDogZstdFastest/len=5 | 104.88     | 14.06      | 23.69      | 34.59      | OK        
MsgPack/GozstdFastest/len=5 | 104.88     | 29.77      | 53.31      | 67.41      | OK        
MsgPack/DataDogZstdFastest/len=5 | 104.88     | 26.63      | 48.45      | 59.14      | OK        
EasyJSON/Gzip/len=5       | 104.88     | 2.73       | 3.04       | 26.69      | OK        
SegmentioJSON/GozstdFastest/len=5 | 104.88     | 14.62      | 24.52      | 36.23      | OK        
UgorjiSimple/DataDogZstdBest/len=5 | 104.88     | 3.55       | 3.76       | 61.10      | OK        
Sonic/ZstdFastest/len=5   | 104.88     | 23.78      | 42.46      | 54.07      | OK        
JsonIter/Gzip/len=5       | 104.88     | 2.41       | 2.69       | 23.03      | OK        
UgorjiSimple/GozstdBest/len=5 | 104.88     | 3.16       | 3.32       | 65.07      | OK        
YAML/Gzip/len=5           | 104.88     | 1.45       | 2.10       | 4.70       | OK        
YAML/Zstd/len=5           | 104.88     | 1.03       | 1.33       | 4.61       | OK        
Sonic/GozstdFastest/len=5 | 104.88     | 29.78      | 53.63      | 66.98      | OK        
UgorjiMsgPack/Gozstd/len=5 | 104.88     | 32.83      | 54.15      | 83.37      | OK        
EasyJSON/ZstdFastest/len=5 | 104.88     | 26.88      | 47.49      | 61.96      | OK        
Sonic/DataDogZstdFastest/len=5 | 104.88     | 26.31      | 48.28      | 57.80      | OK        
UgorjiMsgPack/Zstd/len=5  | 104.88     | 1.86       | 1.94       | 42.53      | OK        
GoccyJSON/Gzip/len=5      | 104.88     | 2.52       | 2.80       | 24.83      | OK        
YAML/Gozstd/len=5         | 104.88     | 3.06       | 6.59       | 5.72       | OK        
UgorjiMsgPack/Gzip/len=5  | 104.88     | 2.53       | 2.82       | 24.65      | OK        
ShamatonMsgPack/DataDogZstdFastest/len=5 | 104.88     | 30.13      | 50.69      | 74.27      | OK        
TOML/Pzip/len=5           | 104.88     | 0.38       | 0.74       | 0.77       | OK        
SegmentioJSON/ZstdFastest/len=5 | 104.88     | 13.84      | 23.21      | 34.31      | OK        
ShamatonMsgPack/GozstdFastest/len=5 | 104.88     | 36.41      | 59.15      | 94.68      | OK        
ShamatonMsgPack/Gozstd/len=5 | 104.88     | 34.84      | 54.54      | 96.44      | OK        
EasyJSON/GozstdFastest/len=5 | 104.88     | 34.17      | 61.27      | 77.25      | OK        
UgorjiBinc/Gozstd/len=5   | 104.88     | 29.04      | 47.22      | 75.44      | OK        
EasyJSON/DataDogZstdFastest/len=5 | 104.88     | 22.43      | 40.70      | 49.97      | OK        
GoccyJSON/ZstdFastest/len=5 | 104.88     | 22.37      | 37.95      | 54.53      | OK        
Msgp/Gzip/len=5           | 104.88     | 2.60       | 2.82       | 33.24      | OK        
ShamatonMsgPack/Zstd/len=5 | 104.88     | 1.78       | 1.85       | 43.93      | OK        
UgorjiBinc/Zstd/len=5     | 104.88     | 1.77       | 1.85       | 42.23      | OK        
JsonIter/DataDogZstdFastest/len=5 | 104.88     | 24.86      | 51.97      | 47.66      | OK        
GoccyJSON/GozstdFastest/len=5 | 104.88     | 25.50      | 44.25      | 60.19      | OK        
ShamatonMsgPack/Gzip/len=5 | 104.88     | 2.06       | 2.21       | 30.72      | OK        
UgorjiBinc/Gzip/len=5     | 104.88     | 2.36       | 2.58       | 28.56      | OK        
GoccyJSON/DataDogZstdFastest/len=5 | 104.88     | 24.14      | 41.68      | 57.36      | OK        
SegmentioJSON/Gzip/len=5  | 104.88     | 2.36       | 2.68       | 19.34      | OK        
BSON/Brotli/len=5         | 104.88     | 1.16       | 1.26       | 14.17      | OK        
JsonIterFastest/DataDogZstdFastest/len=5 | 104.88     | 24.62      | 51.27      | 47.38      | OK        
JsonIterFastest/GozstdFastest/len=5 | 104.88     | 19.93      | 45.02      | 35.77      | OK        
Bencode/DataDogZstdBest/len=5 | 104.88     | 2.70       | 3.21       | 17.22      | OK        
JsonIterFastest/ZstdFastest/len=5 | 104.88     | 22.79      | 46.15      | 45.02      | OK        
Msgp/DataDogZstdFastest/len=5 | 104.88     | 33.61      | 56.15      | 83.72      | OK        
BurntSushiTOML/ZstdFastest/len=5 | 104.88     | 3.56       | 8.11       | 6.35       | OK        
JSON/DataDogZstdFastest/len=5 | 104.88     | 16.95      | 33.13      | 34.70      | OK        
Bencode/GozstdBest/len=5  | 104.88     | 2.71       | 3.20       | 17.72      | OK        
Msgp/GozstdFastest/len=5  | 104.88     | 19.63      | 30.88      | 53.86      | OK        
Msgp/Zstd/len=5           | 104.88     | 1.76       | 1.82       | 51.11      | OK        
JSON/GozstdFastest/len=5  | 104.88     | 18.02      | 35.16      | 36.95      | OK        
BurntSushiTOML/Zstd/len=5 | 104.88     | 1.08       | 1.39       | 4.89       | OK        
Msgp/Gozstd/len=5         | 104.88     | 42.53      | 65.36      | 121.77     | OK        
BurntSushiTOML/Pzip/len=5 | 104.88     | 0.36       | 0.68       | 0.75       | OK        
JSON/Gzip/len=5           | 104.88     | 2.56       | 2.97       | 18.29      | OK        
JSON/ZstdFastest/len=5    | 104.88     | 13.31      | 26.04      | 27.23      | OK        
XML/Flate/len=5           | 106.10     | 2.04       | 3.05       | 6.15       | OK        
MsgPack/Pzip/len=5        | 106.10     | 0.39       | 0.80       | 0.77       | OK        
GoccyJSON/Pzip/len=5      | 106.10     | 0.39       | 0.78       | 0.79       | OK        
UgorjiMsgPack/Pzip/len=5  | 106.10     | 0.39       | 0.78       | 0.77       | OK        
JSON/Pzip/len=5           | 106.10     | 0.40       | 0.76       | 0.83       | OK        
Avro/None/len=1           | 104.82     | 190.92     | 405.64     | 360.69     | OK        
JsonIterFastest/Pzip/len=5 | 106.10     | 0.41       | 0.82       | 0.81       | OK        
Sonic/Pzip/len=5          | 106.10     | 0.38       | 0.73       | 0.80       | OK        
Bencode/ZstdBest/len=5    | 106.10     | 5.03       | 7.50       | 15.32      | OK        
Msgp/ZstdFastest/len=5    | 106.10     | 32.54      | 52.24      | 86.29      | OK        
MsgPack/ZstdFastest/len=5 | 106.10     | 24.42      | 42.52      | 57.34      | OK        
UgorjiSimple/Zlib/len=5   | 106.10     | 2.83       | 3.19       | 24.45      | OK        
UgorjiBinc/DataDogZstdFastest/len=5 | 106.10     | 30.07      | 51.61      | 72.07      | OK        
UgorjiMsgPack/GozstdFastest/len=5 | 106.10     | 35.62      | 60.84      | 85.91      | OK        
ShamatonMsgPack/ZstdFastest/len=5 | 106.10     | 27.80      | 45.28      | 72.02      | OK        
UgorjiBinc/GozstdFastest/len=5 | 106.10     | 29.59      | 48.84      | 75.08      | OK        
Bencode/DataDogZstd/len=5 | 106.10     | 7.70       | 13.31      | 18.28      | OK        
YAML/Pzip/len=5           | 106.10     | 0.35       | 0.72       | 0.69       | OK        
GoAvro/StdSnappy/len=1    | 104.82     | 8.70       | 17.41      | 17.41      | OK        
JsonIter/Pzip/len=5       | 106.10     | 0.38       | 0.78       | 0.74       | OK        
UgorjiMsgPack/DataDogZstdFastest/len=5 | 106.10     | 25.54      | 44.62      | 59.70      | OK        
EasyJSON/Pzip/len=5       | 106.10     | 0.41       | 0.84       | 0.79       | OK        
UgorjiBinc/Pzip/len=5     | 106.10     | 0.40       | 0.77       | 0.86       | OK        
SegmentioJSON/Pzip/len=5  | 106.10     | 0.41       | 0.78       | 0.84       | OK        
Msgp/Pzip/len=5           | 106.10     | 0.39       | 0.76       | 0.82       | OK        
ShamatonMsgPack/Pzip/len=5 | 106.10     | 0.39       | 0.76       | 0.78       | OK        
UgorjiMsgPack/ZstdFastest/len=5 | 107.32     | 26.81      | 45.51      | 65.26      | OK        
Bencode/Zstd/len=5        | 107.32     | 1.41       | 1.58       | 13.53      | OK        
UgorjiBinc/ZstdFastest/len=5 | 107.32     | 27.39      | 46.04      | 67.60      | OK        
BurntSushiTOML/DataDogZstdFastest/len=5 | 107.32     | 3.85       | 8.24       | 7.21       | OK        
Bencode/Gzip/len=5        | 107.32     | 2.07       | 2.49       | 12.35      | OK        
UgorjiSimple/ZstdBest/len=5 | 107.32     | 11.05      | 13.37      | 63.76      | OK        
GoAvro/Snappy/len=1       | 106.02     | 8.88       | 17.77      | 17.73      | OK        
BurntSushiTOML/GozstdFastest/len=5 | 107.32     | 3.89       | 8.82       | 6.97       | OK        
Bencode/DataDogZstdFastest/len=5 | 107.32     | 8.46       | 15.59      | 18.52      | OK        
Bencode/GozstdFastest/len=5 | 107.32     | 8.79       | 16.22      | 19.19      | OK        
Bencode/Gozstd/len=5      | 107.32     | 8.65       | 15.68      | 19.28      | OK        
GoAvro/S2/len=1           | 106.02     | 9.06       | 18.24      | 18.01      | OK        
UgorjiSimple/DataDogZstd/len=5 | 107.32     | 21.99      | 32.37      | 68.61      | OK        
YAML/ZstdFastest/len=5    | 108.54     | 3.06       | 6.43       | 5.83       | OK        
Avro/StdSnappy/len=1      | 107.23     | 133.28     | 233.14     | 311.17     | OK        
UgorjiSimple/Zstd/len=5   | 108.54     | 1.77       | 1.85       | 42.88      | OK        
XML/DataDogZstdBest/len=5 | 108.54     | 1.18       | 1.38       | 8.34       | OK        
UgorjiSimple/Gzip/len=5   | 108.54     | 2.61       | 2.86       | 29.41      | OK        
XML/Zlib/len=5            | 108.54     | 2.12       | 3.10       | 6.72       | OK        
YAML/DataDogZstdFastest/len=5 | 108.54     | 3.26       | 7.02       | 6.09       | OK        
Bencode/ZstdFastest/len=5 | 108.54     | 7.95       | 14.57      | 17.52      | OK        
Bencode/Pzip/len=5        | 108.54     | 0.38       | 0.73       | 0.81       | OK        
YAML/GozstdFastest/len=5  | 108.54     | 3.27       | 7.25       | 5.96       | OK        
UgorjiSimple/Gozstd/len=5 | 108.54     | 25.30      | 40.88      | 66.38      | OK        
XML/GozstdBest/len=5      | 108.54     | 1.22       | 1.43       | 8.67       | OK        
UgorjiSimple/ZstdFastest/len=5 | 109.76     | 26.17      | 43.98      | 64.61      | OK        
XML/DataDogZstd/len=5     | 109.76     | 5.93       | 17.76      | 8.90       | OK        
UgorjiSimple/Pzip/len=5   | 109.76     | 0.40       | 0.78       | 0.82       | OK        
Avro/S2/len=1             | 108.43     | 137.81     | 244.18     | 316.33     | OK        
UgorjiSimple/DataDogZstdFastest/len=5 | 109.76     | 25.82      | 44.33      | 61.83      | OK        
XML/ZstdBest/len=5        | 109.76     | 3.80       | 8.24       | 7.06       | OK        
Avro/Snappy/len=1         | 108.43     | 28.43      | 180.18     | 33.76      | OK        
UgorjiSimple/GozstdFastest/len=5 | 109.76     | 34.07      | 57.23      | 84.16      | OK        
XML/Gozstd/len=5          | 110.98     | 6.61       | 23.90      | 9.13       | OK        
GoAvro/DataDogZstdBest/len=1 | 109.64     | 4.04       | 5.86       | 13.05      | OK        
XML/Gzip/len=5            | 110.98     | 1.76       | 2.38       | 6.71       | OK        
GoAvro/GozstdBest/len=1   | 109.64     | 4.45       | 6.26       | 15.36      | OK        
XML/GozstdFastest/len=5   | 112.20     | 5.37       | 21.57      | 7.15       | OK        
XML/Pzip/len=5            | 112.20     | 0.38       | 0.76       | 0.76       | OK        
GoAvro/Bzip2/len=5        | 112.20     | 1.63       | 2.00       | 8.64       | OK        
XML/ZstdFastest/len=5     | 112.20     | 6.18       | 21.42      | 8.69       | OK        
XML/Zstd/len=5            | 112.20     | 1.42       | 1.80       | 6.74       | OK        
GoAvro/Flate/len=1        | 110.84     | 0.62       | 0.68       | 7.58       | OK        
XML/DataDogZstdFastest/len=5 | 112.20     | 5.54       | 21.44      | 7.48       | OK        
GoAvro/DataDogZstd/len=1  | 112.05     | 5.44       | 9.44       | 12.81      | OK        
Avro/Flate/len=1          | 112.05     | 0.74       | 0.77       | 16.63      | OK        
GoAvro/GozstdFastest/len=1 | 112.05     | 6.16       | 10.79      | 14.34      | OK        
ShamatonMsgPack/XZ/len=5  | 113.41     | 0.06       | 0.07       | 0.33       | OK        
MsgPack/XZ/len=5          | 113.41     | 0.06       | 0.07       | 0.37       | OK        
Msgp/XZ/len=5             | 113.41     | 0.06       | 0.07       | 0.36       | OK        
GoAvro/DataDogZstdFastest/len=1 | 112.05     | 5.79       | 10.25      | 13.31      | OK        
GoAvro/Gozstd/len=1       | 112.05     | 6.85       | 11.81      | 16.30      | OK        
UgorjiMsgPack/XZ/len=5    | 114.63     | 0.06       | 0.07       | 0.34       | OK        
UgorjiCBOR/XZ/len=5       | 114.63     | 0.06       | 0.07       | 0.33       | OK        
CBOR/XZ/len=5             | 114.63     | 0.06       | 0.07       | 0.37       | OK        
Avro/DataDogZstdBest/len=1 | 113.25     | 6.65       | 7.80       | 44.95      | OK        
Avro/GozstdBest/len=1     | 113.25     | 7.91       | 8.67       | 90.10      | OK        
CBORCanonical/XZ/len=5    | 114.63     | 0.06       | 0.07       | 0.32       | OK        
GoccyYAML/XZ/len=5        | 115.85     | 0.06       | 0.08       | 0.29       | OK        
UgorjiBinc/XZ/len=5       | 115.85     | 0.06       | 0.07       | 0.30       | OK        
BSON/Flate/len=5          | 115.85     | 2.57       | 2.94       | 20.21      | OK        
TOML/XZ/len=5             | 115.85     | 0.06       | 0.07       | 0.33       | OK        
Avro/GozstdFastest/len=1  | 114.46     | 24.25      | 30.10      | 124.81     | OK        
Avro/DataDogZstdFastest/len=1 | 114.46     | 15.68      | 22.48      | 51.82      | OK        
Avro/Bzip2/len=5          | 115.85     | 1.95       | 2.21       | 16.50      | OK        
Avro/DataDogZstd/len=1    | 114.46     | 14.03      | 19.23      | 51.93      | OK        
Avro/Gozstd/len=1         | 114.46     | 23.06      | 28.22      | 126.06     | OK        
GoAvro/ZstdBest/len=1     | 115.66     | 3.03       | 3.81       | 14.74      | OK        
BSON/GozstdBest/len=5     | 117.07     | 2.25       | 2.39       | 36.30      | OK        
Sonic/XZ/len=5            | 117.07     | 0.06       | 0.07       | 0.31       | OK        
JsonIterFastest/XZ/len=5  | 117.07     | 0.06       | 0.07       | 0.34       | OK        
EasyJSON/XZ/len=5         | 117.07     | 0.06       | 0.07       | 0.34       | OK        
YAML/XZ/len=5             | 117.07     | 0.06       | 0.07       | 0.32       | OK        
BSON/DataDogZstdBest/len=5 | 117.07     | 2.70       | 2.91       | 37.27      | OK        
GoccyJSON/XZ/len=5        | 117.07     | 0.06       | 0.07       | 0.35       | OK        
JsonIter/XZ/len=5         | 117.07     | 0.06       | 0.07       | 0.32       | OK        
SegmentioJSON/XZ/len=5    | 117.07     | 0.06       | 0.07       | 0.34       | OK        
